,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,BestADP,WorstADP,AvgADP,StdADP,ADP,vsADP,Notes,Positions2,PlayerInfo2,Description,PtsRank
54,Adolis Garcia_TEX,566.0,77.0,26,85.0,21.0,0.238,0.284,135,28.0,3.0,36.0,175.0,0.438,0.722,292,H,https://www.fantasypros.com/mlb/players/jose-adolis-garcia.php,,,,,,,,,,,,,,jose-adolis-garcia,"Adolis Garcia (TEX - DH,OF)",Adolis Garcia,Garcia,TEX,"DH,OF",,.238|77R|26HR|85RBI|21SB,55.0,"Adolis Garcia (TEX - CF,RF,DH)",32.0,129.0,59.3,12.8,56.0,1.0,"If strikeouts count against you in your league, then you might want to stay clear of Adolis Garcia. He is near the bottom of the league in K%, Whiff%, BB%, and chase rate. Before last season, the fantasy community almost unanimously labeled him a second-year bust, but the 29-year-old responded by improving his slash line across the board. His homers fell from 31 to 27 as a result, but he increased his runs and RBI by 11 each, and he stole 25 bases to boot. He hits in the middle of the order behind Marcus Semien, Corey Seager, and Nathaniel Lowe, all of whom like to get on base. In traditional 5x5 leagues, Garcia can provide value from the fifth round on.","DH,OF","Adolis Garcia (TEX - DH,OF)",".238|77R|26HR|85RBI|21SB
If strikeouts count against you in your league, then you might want to stay clear of Adolis Garcia. He is near the bottom of the league in K%, Whiff%, BB%, and chase rate. Before last season, the fantasy community almost unanimously labeled him a second-year bust, but the 29-year-old responded by improving his slash line across the board. His homers fell from 31 to 27 as a result, but he increased his runs and RBI by 11 each, and he stole 25 bases to boot. He hits in the middle of the order behind Marcus Semien, Corey Seager, and Nathaniel Lowe, all of whom like to get on base. In traditional 5x5 leagues, Garcia can provide value from the fifth round on.",152.0
55,Jordan Romano_TOR,,,6,,,,,50,,,,,,,312,P,https://www.fantasypros.com/mlb/players/jordan-romano.php,63.8,75.0,4.0,32.0,3.3,1.12,23.0,22.0,62.0,0.0,3.0,0.0,10.58,jordan-romano,Jordan Romano (TOR - RP),Jordan Romano,Romano,TOR,RP,,4-3-32SV|3.30|1.12|10.58K9,56.0,Jordan Romano (TOR - RP),36.0,130.0,61.2,13.7,64.0,8.0,"Jordan Romano saved 36 games for the Blue Jays in 2022, and he is the clear-cut closer going into 2023. The two knocks against him are that he walks more batters than he should, and his xERA and xFIP were an entire run above the actuals. All the same, Romano struck out 73 batters in 64 innings while maintaining a 2.11 ERA and 1.02 WHIP. The 29-year-old does not fit the profile of a truly elite closer, but he should collect another 30 saves, securing a good base in 5x5 leagues.",RP,Jordan Romano (TOR - RP),"4-3-32SV|3.30|1.12|10.58K9
Jordan Romano saved 36 games for the Blue Jays in 2022, and he is the clear-cut closer going into 2023. The two knocks against him are that he walks more batters than he should, and his xERA and xFIP were an entire run above the actuals. All the same, Romano struck out 73 batters in 64 innings while maintaining a 2.11 ERA and 1.02 WHIP. The 29-year-old does not fit the profile of a truly elite closer, but he should collect another 30 saves, securing a good base in 5x5 leagues.",123.0
56,Teoscar Hernandez_SEA,545.0,77.0,29,88.0,10.0,0.257,0.307,140,28.0,1.0,39.0,165.0,0.471,0.778,307,H,https://www.fantasypros.com/mlb/players/teoscar-hernandez.php,,,,,,,,,,,,,,teoscar-hernandez,Teoscar Hernandez (SEA - OF),Teoscar Hernandez,Hernandez,SEA,OF,,.257|77R|29HR|88RBI|10SB,57.0,Teoscar Hernandez (SEA - RF),31.0,94.0,61.6,11.2,67.0,10.0,"The Blue Jays traded Teoscar Hernandez to the Mariners this offseason, which should be a similar situation to the one he just left regarding young talent. The 30-year-old slashed .267/.316/.491 with 25 HR, 77 RBI, and 71 runs scored. He stole six bases in nine attempts, but his numbers declined from his best year in 2021. Fantasy managers can count on significant strikeouts and not many walks, but he is at or above the 90th percentile in five power-hitting categories that can be a salve for those burns. He should rack up the RBIs batting in the middle of that order, and he may creep back toward the 30-HR mark as well.",OF,Teoscar Hernandez (SEA - OF),".257|77R|29HR|88RBI|10SB
The Blue Jays traded Teoscar Hernandez to the Mariners this offseason, which should be a similar situation to the one he just left regarding young talent. The 30-year-old slashed .267/.316/.491 with 25 HR, 77 RBI, and 71 runs scored. He stole six bases in nine attempts, but his numbers declined from his best year in 2021. Fantasy managers can count on significant strikeouts and not many walks, but he is at or above the 90th percentile in five power-hitting categories that can be a salve for those burns. He should rack up the RBIs batting in the middle of that order, and he may creep back toward the 30-HR mark as well.",131.0
57,Devin Williams_MIL,,,5,,,,,42,,,,,,,310,P,https://www.fantasypros.com/mlb/players/devin-williams-p.php,62.4,90.0,4.0,28.0,2.96,1.14,21.0,29.0,63.0,0.0,3.0,0.0,12.98,devin-williams-p,Devin Williams (MIL - RP),Devin Williams,Williams,MIL,RP,,4-3-28SV|2.96|1.14|12.98K9,58.0,Devin Williams (MIL - RP),37.0,122.0,62.7,18.3,60.0,2.0,"Devin Williams played second fiddle to Josh Hader for most of four seasons before finally getting handed the ball after Milwaukee traded the latter to San Diego. Out of 14 Statcast pitching categories, the 28-year-old ranks in the 99th or 100th percentile in nine of them. His weakness - BB% - is the thing that keeps him in Tier 2 of closers for most fantasy analysts, but his talent and abilities cannot be ignored during drafts. Milwaukee is a pitching-heavy team that will offer plenty of save opportunities. Right now, Williams is the clear choice to get the first crack at them and rack up strikeouts for your team while doing so.",RP,Devin Williams (MIL - RP),"4-3-28SV|2.96|1.14|12.98K9
Devin Williams played second fiddle to Josh Hader for most of four seasons before finally getting handed the ball after Milwaukee traded the latter to San Diego. Out of 14 Statcast pitching categories, the 28-year-old ranks in the 99th or 100th percentile in nine of them. His weakness - BB% - is the thing that keeps him in Tier 2 of closers for most fantasy analysts, but his talent and abilities cannot be ignored during drafts. Milwaukee is a pitching-heavy team that will offer plenty of save opportunities. Right now, Williams is the clear choice to get the first crack at them and rack up strikeouts for your team while doing so.",127.0
58,Alek Manoah_TOR,,,21,,,,,157,,,,,,,419,P,https://www.fantasypros.com/mlb/players/alek-manoah-p.php,191.8,186.0,14.0,0.0,3.33,1.11,71.0,55.0,31.0,31.0,8.0,0.0,8.73,alek-manoah-p,Alek Manoah (TOR - SP),Alek Manoah,Manoah,TOR,SP,,14-8-0SV|3.33|1.11|8.73K9,59.0,Alek Manoah (TOR - SP),42.0,93.0,64.2,10.9,53.0,-6.0,"The Blue Jays took the training wheels off Alek Manoah, and he responded with 196 2/3 innings of ace-level pitching. His K/9 rate dipped to 8.24, but his BB/9 improved from 3.22 to 2.33. The concern is that his 2.24 ERA was well below his xERA of 3.31 and xFIP of 3.97. Manoah collected 16 wins and, while we can't predict those very well, he did pitch over 6 innings on average, making him a solid pick in QS leagues as well. He is still only 25 years old and should be a durable righty on fantasy staffs in 2023.",SP,Alek Manoah (TOR - SP),"14-8-0SV|3.33|1.11|8.73K9
The Blue Jays took the training wheels off Alek Manoah, and he responded with 196 2/3 innings of ace-level pitching. His K/9 rate dipped to 8.24, but his BB/9 improved from 3.22 to 2.33. The concern is that his 2.24 ERA was well below his xERA of 3.31 and xFIP of 3.97. Manoah collected 16 wins and, while we can't predict those very well, he did pitch over 6 innings on average, making him a solid pick in QS leagues as well. He is still only 25 years old and should be a durable righty on fantasy staffs in 2023.",25.0
59,Max Fried_ATL,,,16,,,,,165,,,,,,,397,P,https://www.fantasypros.com/mlb/players/max-fried.php,183.2,168.0,14.0,0.0,3.09,1.13,63.0,42.0,30.0,30.0,8.0,1.0,8.25,max-fried,Max Fried (ATL - SP),Max Fried,Fried,ATL,SP,,14-8-0SV|3.09|1.13|8.25K9,60.0,Max Fried (ATL - SP),41.0,121.0,65.6,10.8,54.0,-6.0,"In 2022, Max Fried demonstrated that pristine control and location can still be effective in today's Triple-Digit SP Society. In 185 innings pitched, he struck out 170 batters while walking only 32. He limits hard contact and uses a four-pitch combination to sit in the 91st percentile of chase rate. The 29-year-old will give fantasy managers six innings in most games, and he will anchor your SP ratios to sit in the 2.70/1.05 range. He might be the best SP2 on the board and available in the sixth round in most drafts.",SP,Max Fried (ATL - SP),"14-8-0SV|3.09|1.13|8.25K9
In 2022, Max Fried demonstrated that pristine control and location can still be effective in today's Triple-Digit SP Society. In 185 innings pitched, he struck out 170 batters while walking only 32. He limits hard contact and uses a four-pitch combination to sit in the 91st percentile of chase rate. The 29-year-old will give fantasy managers six innings in most games, and he will anchor your SP ratios to sit in the 2.70/1.05 range. He might be the best SP2 on the board and available in the sixth round in most drafts.",40.0
60,Yu Darvish_SD,,,25,,,,,159,,,,,,,402,P,https://www.fantasypros.com/mlb/players/yu-darvish.php,184.6,191.0,13.0,0.0,3.57,1.11,73.0,46.0,30.0,30.0,9.0,0.0,9.31,yu-darvish,Yu Darvish (SD - SP),Yu Darvish,Darvish,SD,SP,,13-9-0SV|3.57|1.11|9.31K9,61.0,Yu Darvish (SD - SP),41.0,159.0,65.6,12.7,59.0,-2.0,"Yu Darvish is an often-overlooked starter in fantasy drafts, be it his age or his past inflated ERA that drive people away. His 2022 numbers, however, rewarded whoever took him two rounds too late, finishing 16-8 with a 3.10 ERA and 0.95 WHIP and 197 strikeouts in 194 2/3 innings. Nothing in his underlying metrics looks like a giant red flag. His value is great in the sixth or seventh round, and even though we don't chase wins, he plays for a team who should put him in line for many of them. He turns 37 in August, but he could be a sneaky great pick on draft day.",SP,Yu Darvish (SD - SP),"13-9-0SV|3.57|1.11|9.31K9
Yu Darvish is an often-overlooked starter in fantasy drafts, be it his age or his past inflated ERA that drive people away. His 2022 numbers, however, rewarded whoever took him two rounds too late, finishing 16-8 with a 3.10 ERA and 0.95 WHIP and 197 strikeouts in 194 2/3 innings. Nothing in his underlying metrics looks like a giant red flag. His value is great in the sixth or seventh round, and even though we don't chase wins, he plays for a team who should put him in line for many of them. He turns 37 in August, but he could be a sneaky great pick on draft day.",35.0
61,Zac Gallen_ARI,,,20,,,,,147,,,,,,,394,P,https://www.fantasypros.com/mlb/players/zac-gallen.php,177.7,186.0,11.0,0.0,3.32,1.13,65.0,54.0,30.0,30.0,8.0,0.0,9.42,zac-gallen,Zac Gallen (ARI - SP),Zac Gallen,Gallen,ARI,SP,,11-8-0SV|3.32|1.13|9.42K9,62.0,Zac Gallen (ARI - SP),36.0,142.0,67.1,12.5,73.0,11.0,"Injury-averse fantasy managers missed out on Zac Gallen's first healthy season in 2022, which saw him start 31 games and throw 184 innings. He struck out 192 batters on his way to a 2.54 ERA and sparkling 0.91 WHIP. The 27-year-old throws his fastball almost half the time but finishes hitters off with his curveball and changeup equally. He limits hard contact, and his 4.09 K/BB ratio is in the upper echelon of the majors. Arizona is on the upswing, but the Diamondbacks are often forgotten about on draft day. A healthy Gallen is a steal at his ADP of 74.",SP,Zac Gallen (ARI - SP),"11-8-0SV|3.32|1.13|9.42K9
Injury-averse fantasy managers missed out on Zac Gallen's first healthy season in 2022, which saw him start 31 games and throw 184 innings. He struck out 192 batters on his way to a 2.54 ERA and sparkling 0.91 WHIP. The 27-year-old throws his fastball almost half the time but finishes hitters off with his curveball and changeup equally. He limits hard contact, and his 4.09 K/BB ratio is in the upper echelon of the majors. Arizona is on the upswing, but the Diamondbacks are often forgotten about on draft day. A healthy Gallen is a steal at his ADP of 74.",42.0
62,Alex Bregman_HOU,534.0,86.0,22,88.0,2.0,0.265,0.359,141,34.0,1.0,79.0,82.0,0.458,0.817,419,H,https://www.fantasypros.com/mlb/players/alex-bregman.php,,,,,,,,,,,,,,alex-bregman,Alex Bregman (HOU - 3B),Alex Bregman,Bregman,HOU,3B,,.265|86R|22HR|88RBI|2SB,63.0,Alex Bregman (HOU - 3B),37.0,124.0,67.1,14.8,63.0,0.0,"Alex Bregman started 2022 off slowly, but his bat came alive in the second half of the season. He hit 23 homers with 93 RBI and 93 runs scored while batting smack in the middle of one of the most dangerous lineups in baseball. His BABIP was slightly lower than his career average, meaning fantasy managers could see a small bump in batting average. Sure, he doesn't run anymore, but if you need to shore up your runs and RBI category, you can't really beat the guy in the on deck circle after Jose Altuve, Jeremy Pena, and Yordan Alvarez get on base. If you wait on third base, Bregman should be your target.",3B,Alex Bregman (HOU - 3B),".265|86R|22HR|88RBI|2SB
Alex Bregman started 2022 off slowly, but his bat came alive in the second half of the season. He hit 23 homers with 93 RBI and 93 runs scored while batting smack in the middle of one of the most dangerous lineups in baseball. His BABIP was slightly lower than his career average, meaning fantasy managers could see a small bump in batting average. Sure, he doesn't run anymore, but if you need to shore up your runs and RBI category, you can't really beat the guy in the on deck circle after Jose Altuve, Jeremy Pena, and Yordan Alvarez get on base. If you wait on third base, Bregman should be your target.",26.0
63,Eloy Jimenez_CWS,517.0,69.0,27,88.0,1.0,0.27,0.326,140,25.0,1.0,43.0,131.0,0.475,0.801,319,H,https://www.fantasypros.com/mlb/players/eloy-jimenez.php,,,,,,,,,,,,,,eloy-jimenez,"Eloy Jimenez (CWS - DH,OF)",Eloy Jimenez,Jimenez,CWS,"DH,OF",,.270|69R|27HR|88RBI|1SB,64.0,"Eloy Jimenez (CWS - LF,DH)",38.0,113.0,67.9,11.4,68.0,4.0,"There is hope that the White Sox have realized that Eloy Jimenez is a designated hitter and will deploy him as such in an effort to keep the 26-year-old healthy. He played in 84 games last season, slashing .295/.358/.500 with 16 HR, 54 RBI, and 40 runs. Fantasy managers dream each spring of a full season of this production, and if he manages to get to 500 plate appearances, he could be a steal at his current ADP of 78. But it is best to exercise some caution and ensure you have outfield depth if you plan to roster him.","DH,OF","Eloy Jimenez (CWS - DH,OF)",".270|69R|27HR|88RBI|1SB
There is hope that the White Sox have realized that Eloy Jimenez is a designated hitter and will deploy him as such in an effort to keep the 26-year-old healthy. He played in 84 games last season, slashing .295/.358/.500 with 16 HR, 54 RBI, and 40 runs. Fantasy managers dream each spring of a full season of this production, and if he manages to get to 500 plate appearances, he could be a steal at his current ADP of 78. But it is best to exercise some caution and ensure you have outfield depth if you plan to roster him.",105.0
64,Daulton Varsho_TOR,490.0,74.0,25,73.0,15.0,0.245,0.308,120,24.0,3.0,45.0,126.0,0.46,0.768,307,H,https://www.fantasypros.com/mlb/players/daulton-varsho.php,,,,,,,,,,,,,,daulton-varsho,"Daulton Varsho (TOR - C,OF)",Daulton Varsho,Varsho,TOR,"C,OF",,.245|74R|25HR|73RBI|15SB,65.0,"Daulton Varsho (TOR - C,CF,RF)",27.0,110.0,68.3,17.3,51.0,-14.0,"Daulton Vasho has catcher eligibility, which is one of the primary draws to him being drafted in the 40-50 range. The other draws include his 27 homers and 16 stolen bases, something only J.T. Realmuto can top at the position. The Diamondbacks traded Varsho to the Blue Jays in the offseason; Rogers Centre should support another 25-HR, 15-SB season and he could see a bump in runs and RBI with the better lineup around him. This will probably be the 26-year-old's last season with catcher eligibility, but in non-keeper leagues, he is a good asset.","C,OF","Daulton Varsho (TOR - C,OF)",".245|74R|25HR|73RBI|15SB
Daulton Vasho has catcher eligibility, which is one of the primary draws to him being drafted in the 40-50 range. The other draws include his 27 homers and 16 stolen bases, something only J.T. Realmuto can top at the position. The Diamondbacks traded Varsho to the Blue Jays in the offseason; Rogers Centre should support another 25-HR, 15-SB season and he could see a bump in runs and RBI with the better lineup around him. This will probably be the 26-year-old's last season with catcher eligibility, but in non-keeper leagues, he is a good asset.",132.0
65,Ryan Pressly_HOU,,,5,,,,,45,,,,,,,300,P,https://www.fantasypros.com/mlb/players/ryan-pressly.php,57.4,70.0,4.0,30.0,3.08,1.06,20.0,15.0,59.0,0.0,2.0,0.0,10.98,ryan-pressly,Ryan Pressly (HOU - RP),Ryan Pressly,Pressly,HOU,RP,,4-2-30SV|3.08|1.06|10.98K9,66.0,Ryan Pressly (HOU - RP),36.0,109.0,68.5,17.6,70.0,4.0,"If spin rate is your jam, you'll love what Ryan Pressly has to offer. The 34-year-old closer for the World Series Champions is in the 97th percentile in fastball spin and the 100th percentile in curveball spin. He used a four-pitch arsenal to get 33 saves with a 2.98 ERA and 0.89 WHIP. He is not as highly sought after as the overpowering, high-strikeout guys above him, but he will provide everything fantasy managers need in a closer and then some.",RP,Ryan Pressly (HOU - RP),"4-2-30SV|3.08|1.06|10.98K9
If spin rate is your jam, you'll love what Ryan Pressly has to offer. The 34-year-old closer for the World Series Champions is in the 97th percentile in fastball spin and the 100th percentile in curveball spin. He used a four-pitch arsenal to get 33 saves with a 2.98 ERA and 0.89 WHIP. He is not as highly sought after as the overpowering, high-strikeout guys above him, but he will provide everything fantasy managers need in a closer and then some.",140.0
66,Raisel Iglesias_ATL,,,7,,,,,51,,,,,,,314,P,https://www.fantasypros.com/mlb/players/raisel-iglesias.php,63.0,79.0,4.0,30.0,3.15,1.06,22.0,15.0,64.0,0.0,3.0,0.0,11.29,raisel-iglesias,Raisel Iglesias (ATL - RP),Raisel Iglesias,Iglesias,ATL,RP,,4-3-30SV|3.15|1.06|11.29K9,67.0,Raisel Iglesias (ATL - RP),35.0,132.0,70.1,14.7,77.0,10.0,"Raisel Iglesias signed a four-year deal with the Angels to be their closer before the 2022 season and found himself collecting holds out of the Braves bullpen in August. The 33-year-old still has a K% in the 92nd percentile in the league, though this did drop from 37.7% to 31.7% last year. Atlanta has a number of closer options, though Iglesias is the most experienced of the bunch and should get the first crack at it. He's a Tier 3 closer with a higher upside if he lands the job.",RP,Raisel Iglesias (ATL - RP),"4-3-30SV|3.15|1.06|11.29K9
Raisel Iglesias signed a four-year deal with the Angels to be their closer before the 2022 season and found himself collecting holds out of the Braves bullpen in August. The 33-year-old still has a K% in the 92nd percentile in the league, though this did drop from 37.7% to 31.7% last year. Atlanta has a number of closer options, though Iglesias is the most experienced of the bunch and should get the first crack at it. He's a Tier 3 closer with a higher upside if he lands the job.",115.0
67,Starling Marte_NYM,505.0,80.0,14,62.0,30.0,0.275,0.321,139,25.0,4.0,34.0,106.0,0.426,0.746,314,H,https://www.fantasypros.com/mlb/players/starling-marte.php,,,,,,,,,,,,,,starling-marte,Starling Marte (NYM - OF),Starling Marte,Marte,NYM,OF,,.275|80R|14HR|62RBI|30SB,68.0,Starling Marte (NYM - RF),33.0,137.0,72.5,15.2,72.0,4.0,"Starling Marte had a good 2022 season, but injuries prevented him from being a truly great fantasy asset. In 118 games, he slashed .292/.347/.468, buoying the ratios for fantasy managers in roto leagues. He hit 16 homers, his most since 2019, but he only stole 18 bases, a severe drop off from the 47 he snagged the year before. He is in the top 10 percent in maxEV and xBA, and the new SB rules could benefit someone with his speed. Just beware you'll probably get closer to 500 plate appearances than the preferred 600 with his injury history.",OF,Starling Marte (NYM - OF),".275|80R|14HR|62RBI|30SB
Starling Marte had a good 2022 season, but injuries prevented him from being a truly great fantasy asset. In 118 games, he slashed .292/.347/.468, buoying the ratios for fantasy managers in roto leagues. He hit 16 homers, his most since 2019, but he only stole 18 bases, a severe drop off from the 47 he snagged the year before. He is in the top 10 percent in maxEV and xBA, and the new SB rules could benefit someone with his speed. Just beware you'll probably get closer to 500 plate appearances than the preferred 600 with his injury history.",116.0
68,Tim Anderson_CWS,564.0,85.0,14,56.0,20.0,0.29,0.319,163,29.0,1.0,24.0,115.0,0.422,0.741,307,H,https://www.fantasypros.com/mlb/players/tim-anderson.php,,,,,,,,,,,,,,tim-anderson,Tim Anderson (CWS - SS),Tim Anderson,Anderson,CWS,SS,,.290|85R|14HR|56RBI|20SB,69.0,Tim Anderson (CWS - SS),51.0,110.0,73.9,11.2,89.0,20.0,"Tim Anderson played in only 79 games in 2022, just another lost piece in an overall lost White Sox season. The issue for fantasy managers is that he hasn't been durable, crossing the 150-game mark only once in his entire career. Anderson hits for a high average and doesn't strike out much, which puts him on base and with great baserunning instinct (81% career success rate). Anderson and Xander Bogaerts are being drafted very closely together in NFBC drafts and appropriately so. If Chicago can become what everyone thought it might be last year, Tim Anderson will be a huge reason why. Just make sure to draft a durable second option later.",SS,Tim Anderson (CWS - SS),".290|85R|14HR|56RBI|20SB
Tim Anderson played in only 79 games in 2022, just another lost piece in an overall lost White Sox season. The issue for fantasy managers is that he hasn't been durable, crossing the 150-game mark only once in his entire career. Anderson hits for a high average and doesn't strike out much, which puts him on base and with great baserunning instinct (81% career success rate). Anderson and Xander Bogaerts are being drafted very closely together in NFBC drafts and appropriately so. If Chicago can become what everyone thought it might be last year, Tim Anderson will be a huge reason why. Just make sure to draft a durable second option later.",133.0
69,Carlos Rodon_NYY,,,14,,,,,111,,,,,,,389,P,https://www.fantasypros.com/mlb/players/carlos-rodon.php,147.9,185.0,11.0,0.0,2.91,1.04,48.0,43.0,25.0,25.0,6.0,1.0,11.26,carlos-rodon,Carlos Rodon (NYY - SP),Carlos Rodon,Rodon,NYY,SP,,11-6-0SV|2.91|1.04|11.26K9,70.0,Carlos Rodon (NYY - SP),22.0,148.0,73.9,29.7,61.0,-9.0,"Carlos Rodon celebrated turning 30 by signing a six-year, $162 million contract with the Yankees, and it's not hard to see why New York was willing to pay him. In 2022, Rodon threw a career-high 178 innings, struck out 237 batters, and ended with a sparkling ERA of 2.88 and WHIP of 1.03. Fantasy players need to note two important things: (1) The change from pitcher-friendly Oracle Park to hitter-friendly Yankee Stadium will have some elevated effect to his ERA; and (2) Beware of drafting an oft-injured pitcher coming off a career year. Rodon is a great pitcher who will help any fantasy staff but don't overpay on draft day.",SP,Carlos Rodon (NYY - SP),"11-6-0SV|2.91|1.04|11.26K9
Carlos Rodon celebrated turning 30 by signing a six-year, $162 million contract with the Yankees, and it's not hard to see why New York was willing to pay him. In 2022, Rodon threw a career-high 178 innings, struck out 237 batters, and ended with a sparkling ERA of 2.88 and WHIP of 1.03. Fantasy players need to note two important things: (1) The change from pitcher-friendly Oracle Park to hitter-friendly Yankee Stadium will have some elevated effect to his ERA; and (2) Beware of drafting an oft-injured pitcher coming off a career year. Rodon is a great pitcher who will help any fantasy staff but don't overpay on draft day.",46.0
70,Xander Bogaerts_SD,561.0,86.0,19,76.0,8.0,0.278,0.348,156,32.0,1.0,61.0,119.0,0.44,0.788,361,H,https://www.fantasypros.com/mlb/players/xander-bogaerts.php,,,,,,,,,,,,,,xander-bogaerts,Xander Bogaerts (SD - SS),Xander Bogaerts,Bogaerts,SD,SS,,.278|86R|19HR|76RBI|8SB,71.0,Xander Bogaerts (SD - SS),38.0,101.0,73.9,8.7,75.0,4.0,"Xander Bogaerts signed an 11-year, $280 million contract with the Padres in the offseason, joining what should be a top-10 offense in all of baseball. The 30-year-old comes with some red flags for 2023, however. He slashed .307/.377/.456, but his expected numbers suggest his stat line should have been closer to .259/.363/.383. His BABIP was an unsustainable .362, and his barrel%, exit velocity, sweet spot%, and walk rate all declined from 2021. Bogaerts will be a solid, but not elite, producer in a lineup with Juan Soto and Manny Machado. Be prepared for a letdown if you reach too high for him.",SS,Xander Bogaerts (SD - SS),".278|86R|19HR|76RBI|8SB
Xander Bogaerts signed an 11-year, $280 million contract with the Padres in the offseason, joining what should be a top-10 offense in all of baseball. The 30-year-old comes with some red flags for 2023, however. He slashed .307/.377/.456, but his expected numbers suggest his stat line should have been closer to .259/.363/.383. His BABIP was an unsustainable .362, and his barrel%, exit velocity, sweet spot%, and walk rate all declined from 2021. Bogaerts will be a solid, but not elite, producer in a lineup with Juan Soto and Manny Machado. Be prepared for a letdown if you reach too high for him.",58.0
71,Dansby Swanson_CHC,587.0,84.0,22,80.0,15.0,0.257,0.314,151,30.0,2.0,49.0,161.0,0.429,0.743,318,H,https://www.fantasypros.com/mlb/players/dansby-swanson.php,,,,,,,,,,,,,,dansby-swanson,Dansby Swanson (CHC - SS),Dansby Swanson,Swanson,CHC,SS,,.257|84R|22HR|80RBI|15SB,72.0,Dansby Swanson (CHC - SS),33.0,116.0,74.0,12.0,78.0,6.0,"Dansby Swanson will enter his age-29 season with a freshly signed 7-year, $177 million with the Chicago Cubs. He played in all 162 games in 2022, swatting 25 HR with 96 RBI, 99 runs, and 18 stolen bases. The park switch to Wrigley Field could add one or two homers, but he may benefit from the new rules regarding swiping bags. Even with the big contract, Swanson has proven that his durability is consistent, and he should bat at the top of the order, both of which make him a valuable fantasy asset.",SS,Dansby Swanson (CHC - SS),".257|84R|22HR|80RBI|15SB
Dansby Swanson will enter his age-29 season with a freshly signed 7-year, $177 million with the Chicago Cubs. He played in all 162 games in 2022, swatting 25 HR with 96 RBI, 99 runs, and 18 stolen bases. The park switch to Wrigley Field could add one or two homers, but he may benefit from the new rules regarding swiping bags. Even with the big contract, Swanson has proven that his durability is consistent, and he should bat at the top of the order, both of which make him a valuable fantasy asset.",107.0
72,Corbin Carroll_ARI,473.0,73.0,16,60.0,21.0,0.253,0.326,119,26.0,7.0,52.0,142.0,0.441,0.767,273,H,https://www.fantasypros.com/mlb/players/corbin-carroll-of.php,,,,,,,,,,,,,,corbin-carroll-of,Corbin Carroll (ARI - OF),Corbin Carroll,Carroll,ARI,OF,,.253|73R|16HR|60RBI|21SB,73.0,Corbin Carroll (ARI - LF),35.0,144.0,74.6,21.8,74.0,1.0,"Corbin Carroll mashed his way through the minor league system and arrived in Arizona for his debut in 2022. He played in 32 games, hitting four homers and stealing two bases while slashing .260/.330/.500 in the small sample size. Carroll's upside is in the 30/30 range, and he should have no trouble sticking as the everyday centerfielder with his plus-defense. He may suffer some of the typical rookie issues, but all signs point to a quick adjustment and solid fantasy production.",OF,Corbin Carroll (ARI - OF),".253|73R|16HR|60RBI|21SB
Corbin Carroll mashed his way through the minor league system and arrived in Arizona for his debut in 2022. He played in 32 games, hitting four homers and stealing two bases while slashing .260/.330/.500 in the small sample size. Carroll's upside is in the 30/30 range, and he should have no trouble sticking as the everyday centerfielder with his plus-defense. He may suffer some of the typical rookie issues, but all signs point to a quick adjustment and solid fantasy production.",193.0
73,Framber Valdez_HOU,,,15,,,,,167,,,,,,,400,P,https://www.fantasypros.com/mlb/players/framber-valdez.php,191.5,181.0,14.0,0.0,3.17,1.22,67.0,67.0,30.0,30.0,8.0,2.0,8.51,framber-valdez,Framber Valdez (HOU - SP),Framber Valdez,Valdez,HOU,SP,,14-8-0SV|3.17|1.22|8.51K9,74.0,Framber Valdez (HOU - SP),37.0,145.0,75.0,16.9,69.0,-5.0,"Framber Valdez became Mr. Quality Start in 2022, tossing 201 1/3 innings in 31 starts for the World Champions. Houston allowed the 29-year-old to go deep into games, and with the departure of Justin Verlander, he slots in as their No. 1 starter. Valdez has more value in fantasy leagues where quality starts are a category because his pitching repertoire lends itself to more groundouts than strikeouts. He is no slouch, though, and will serve as a great SP2 on fantasy rosters.",SP,Framber Valdez (HOU - SP),"14-8-0SV|3.17|1.22|8.51K9
Framber Valdez became Mr. Quality Start in 2022, tossing 201 1/3 innings in 31 starts for the World Champions. Houston allowed the 29-year-old to go deep into games, and with the departure of Justin Verlander, he slots in as their No. 1 starter. Valdez has more value in fantasy leagues where quality starts are a category because his pitching repertoire lends itself to more groundouts than strikeouts. He is no slouch, though, and will serve as a great SP2 on fantasy rosters.",37.0
