,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,BestADP,WorstADP,AvgADP,StdADP,ADP,vsADP,Notes,Positions2,PlayerInfo2,Description,PtsRank
64,Christian Yelich_MIL,558.0,96.0,19,67.0,21.0,0.263,0.36,147,30.0,2.0,85.0,153.0,0.427,0.788,360,H,https://www.fantasypros.com/mlb/players/christian-yelich.php,,,,,,,,,,,,,,christian-yelich,"Christian Yelich (MIL - DH,OF)",Christian Yelich,Yelich,MIL,"DH,OF",,.263|96R|19HR|67RBI|21SB,65.0,"Christian Yelich (MIL - LF,DH)",40.0,82.0,66.1,8.1,66.0,1.0,"In 2023, Christian Yelich bounced back impressively, showcasing a potent mix of power and speed with 19 homers, 106 runs, 76 RBIs, and 28 steals. His .278 batting average matched his expected average, underlined by a top-tier Hard-Hit% in the 93rd percentile. Yelich's on-base skills shone, too, reaching a .370 OBP, partly thanks to the new shift rules. Despite a less-than-stellar Brewers lineup, he surpassed 100 runs, a trend likely to continue in 2024. While nagging back issues are a concern, a healthy Yelich offers strong outfield value, fitting comfortably as an OF3 with potential for more.","DH,OF","Christian Yelich (MIL - DH,OF)",".263|96R|19HR|67RBI|21SB
In 2023, Christian Yelich bounced back impressively, showcasing a potent mix of power and speed with 19 homers, 106 runs, 76 RBIs, and 28 steals. His .278 batting average matched his expected average, underlined by a top-tier Hard-Hit% in the 93rd percentile. Yelich's on-base skills shone, too, reaching a .370 OBP, partly thanks to the new shift rules. Despite a less-than-stellar Brewers lineup, he surpassed 100 runs, a trend likely to continue in 2024. While nagging back issues are a concern, a healthy Yelich offers strong outfield value, fitting comfortably as an OF3 with potential for more.",64.0
65,Nico Hoerner_CHC,562.0,81.0,10,61.0,30.0,0.28,0.333,157,27.0,4.0,45.0,78.0,0.399,0.732,362,H,https://www.fantasypros.com/mlb/players/nico-hoerner.php,,,,,,,,,,,,,,nico-hoerner,"Nico Hoerner (CHC - 2B,SS)",Nico Hoerner,Hoerner,CHC,"2B,SS",,.280|81R|10HR|61RBI|30SB,66.0,"Nico Hoerner (CHC - 2B,SS)",34.0,137.0,67.4,10.0,61.0,-5.0,"Nico Hoerner impressed in 2023 with a .283 batting average and 43 stolen bases, highlighting his speed and versatility. Earning a Rawlings NL Gold Glove, he excelled defensively while being a consistent offensive contributor, scoring 98 runs and amassing 175 hits. His ability to consistently reach base reflected in 688 plate appearances, and his prowess on the basepaths make him a valuable fantasy asset. Going into 2024, Hoerner is poised to continue his multi-category contributions, with a particular emphasis on stolen bases and runs, making him a solid pick in fantasy baseball.","2B,SS","Nico Hoerner (CHC - 2B,SS)",".280|81R|10HR|61RBI|30SB
Nico Hoerner impressed in 2023 with a .283 batting average and 43 stolen bases, highlighting his speed and versatility. Earning a Rawlings NL Gold Glove, he excelled defensively while being a consistent offensive contributor, scoring 98 runs and amassing 175 hits. His ability to consistently reach base reflected in 688 plate appearances, and his prowess on the basepaths make him a valuable fantasy asset. Going into 2024, Hoerner is poised to continue his multi-category contributions, with a particular emphasis on stolen bases and runs, making him a solid pick in fantasy baseball.",63.0
66,Blake Snell_FA,,,19,,,,,116,,,,,,,337,P,https://www.fantasypros.com/mlb/players/blake-snell.php,148.9,188.0,11.0,0.0,3.53,1.26,58.0,72.0,29.0,27.0,8.0,0.0,11.36,blake-snell,Blake Snell (FA - SP),Blake Snell,Snell,FA,SP,FA,11-8-0SV|3.53|1.26|11.36K9,67.0,Blake Snell (SP) FA,44.0,118.0,67.9,16.0,60.0,-7.0,"Blake Snell won the 2023 NL Cy Young Award, but will come with plenty of risk in 2024. As of right now, we don't know where he will be, which is part of the battle, but his 2.25 ERA last year was a mirage. Snell's xERA was 3.77, and xFIP was 3.62. In the positive column, he struck out 234 batters in 180 innings and was one of only 11 qualified starters with an 11 K/9 or higher. If walks drive you crazy, don't even consider the 31-year-old, but if you need strikeouts and plan to have ratio help elsewhere, Snell can be a nice SP2.",SP,Blake Snell (FA - SP),"11-8-0SV|3.53|1.26|11.36K9
Blake Snell won the 2023 NL Cy Young Award, but will come with plenty of risk in 2024. As of right now, we don't know where he will be, which is part of the battle, but his 2.25 ERA last year was a mirage. Snell's xERA was 3.77, and xFIP was 3.62. In the positive column, he struck out 234 batters in 180 innings and was one of only 11 qualified starters with an 11 K/9 or higher. If walks drive you crazy, don't even consider the 31-year-old, but if you need strikeouts and plan to have ratio help elsewhere, Snell can be a nice SP2.",91.0
67,Kodai Senga_NYM,,,21,,,,,149,,,,,,,383,P,https://www.fantasypros.com/mlb/players/kodai-senga.php,178.3,209.0,12.0,0.0,3.66,1.25,72.0,74.0,30.0,30.0,9.0,1.0,10.55,kodai-senga,Kodai Senga (NYM - SP),Kodai Senga,Senga,NYM,SP,,12-9-0SV|3.66|1.25|10.55K9,68.0,Kodai Senga (NYM - SP),51.0,96.0,68.6,9.2,76.0,8.0,"In his first season in MLB, Kodai Senga struck out 202 batters in 166 1/3 innings. He had an impressive 29.1 K% and 2.98 ERA. However, his xERA was almost an entire run higher (3.87), and his BB% was a disappointing 11.1. Fantasy managers should expect more of the same in 2024. He will strike out around 10 per nine, but walks and home runs will remain problematic. Senga falls right in that early-middle rounds window, where he is much more appealing as long as you have already grabbed your SP1.",SP,Kodai Senga (NYM - SP),"12-9-0SV|3.66|1.25|10.55K9
In his first season in MLB, Kodai Senga struck out 202 batters in 166 1/3 innings. He had an impressive 29.1 K% and 2.98 ERA. However, his xERA was almost an entire run higher (3.87), and his BB% was a disappointing 11.1. Fantasy managers should expect more of the same in 2024. He will strike out around 10 per nine, but walks and home runs will remain problematic. Senga falls right in that early-middle rounds window, where he is much more appealing as long as you have already grabbed your SP1.",48.0
68,Oneil Cruz_PIT,510.0,81.0,24,72.0,21.0,0.252,0.324,128,24.0,4.0,55.0,152.0,0.453,0.777,309,H,https://www.fantasypros.com/mlb/players/oneil-cruz-3b.php,,,,,,,,,,,,,,oneil-cruz-3b,Oneil Cruz (PIT - SS),Oneil Cruz,Cruz,PIT,SS,,.252|81R|24HR|72RBI|21SB,69.0,Oneil Cruz (PIT - SS),38.0,140.0,70.1,10.1,69.0,0.0,"Oneil Cruz suffered another ankle injury in 2023, which limited him to only nine games, though he did steal three bases in that small sample. Cruz has all the talent in the world, but recurrent ankle injuries pose a risk going forward. He will be 25 years old during the 2024 season, so there is still plenty of time for the former top prospect to turn his career around. The question is whether or not you're willing to pay the cost to take that chance.",SS,Oneil Cruz (PIT - SS),".252|81R|24HR|72RBI|21SB
Oneil Cruz suffered another ankle injury in 2023, which limited him to only nine games, though he did steal three bases in that small sample. Cruz has all the talent in the world, but recurrent ankle injuries pose a risk going forward. He will be 25 years old during the 2024 season, so there is still plenty of time for the former top prospect to turn his career around. The question is whether or not you're willing to pay the cost to take that chance.",141.0
69,Logan Gilbert_SEA,,,27,,,,,170,,,,,,,375,P,https://www.fantasypros.com/mlb/players/logan-gilbert.php,184.4,183.0,12.0,0.0,3.77,1.16,77.0,43.0,31.0,31.0,9.0,1.0,8.93,logan-gilbert,Logan Gilbert (SEA - SP),Logan Gilbert,Gilbert,SEA,SP,,12-9-0SV|3.77|1.16|8.93K9,70.0,Logan Gilbert (SEA - SP),48.0,105.0,72.7,11.2,70.0,0.0,"Logan Gilbert pitched 190 2/3 innings, struck out 189 batters, and ended with a 3.73 ERA and 1.08 WHIP. The 26-year-old offered an elite BB% of 4.7, and his xERA and xFIP are in line with his actual numbers. Gilbert has started 32 games in each of the last two years, so the durability is there. He has an average K% and Whiff%, which keeps him out of an elite SP tier, but he is a solid SP3 with SP2 upside for those who want to take that risk.",SP,Logan Gilbert (SEA - SP),"12-9-0SV|3.77|1.16|8.93K9
Logan Gilbert pitched 190 2/3 innings, struck out 189 batters, and ended with a 3.73 ERA and 1.08 WHIP. The 26-year-old offered an elite BB% of 4.7, and his xERA and xFIP are in line with his actual numbers. Gilbert has started 32 games in each of the last two years, so the durability is there. He has an average K% and Whiff%, which keeps him out of an elite SP tier, but he is a solid SP3 with SP2 upside for those who want to take that risk.",54.0
70,J.T. Realmuto_PHI,451.0,62.0,18,65.0,14.0,0.254,0.31,114,23.0,4.0,37.0,122.0,0.441,0.752,257,H,https://www.fantasypros.com/mlb/players/jt-realmuto.php,,,,,,,,,,,,,,jt-realmuto,J.T. Realmuto (PHI - C),J.T. Realmuto,Realmuto,PHI,C,,.254|62R|18HR|65RBI|14SB,71.0,J.T. Realmuto (PHI - C),62.0,85.0,74.4,6.1,56.0,-15.0,"J.T. Realmuto's run as the clear No. 1 catcher in fantasy may be over. Realmuto's batting average and OBP have fallen to below-average, and he may fall in the Phillies batting order as a result. Make no mistake, though, that he still offers double-digit upside in homers and steals, which makes him a valuable backstop, even if he now has competition at the top.",C,J.T. Realmuto (PHI - C),".254|62R|18HR|65RBI|14SB
J.T. Realmuto's run as the clear No. 1 catcher in fantasy may be over. Realmuto's batting average and OBP have fallen to below-average, and he may fall in the Phillies batting order as a result. Make no mistake, though, that he still offers double-digit upside in homers and steals, which makes him a valuable backstop, even if he now has competition at the top.",263.0
71,Christian Walker_ARI,561.0,80.0,29,93.0,7.0,0.257,0.33,144,31.0,2.0,62.0,127.0,0.474,0.804,385,H,https://www.fantasypros.com/mlb/players/christian-walker.php,,,,,,,,,,,,,,christian-walker,Christian Walker (ARI - 1B),Christian Walker,Walker,ARI,1B,,.257|80R|29HR|93RBI|7SB,72.0,Christian Walker (ARI - 1B),42.0,130.0,76.4,12.7,74.0,2.0,"Will Christian Walker remain a sleeper first baseman for the third year in a row, or are people finally onto his production? The 32-year-old hit 33 home runs and drove in 103 while slashing .258/.333/.497 for an exciting Arizona lineup. Walker has an impressive K% (19.2) and xwOBACON (.380), and he has also remained healthy, playing 160 games in 2022 and 157 last year. While he is not a full sleeper in 2024, he is still the cheapest of the top 1B options, going in the fifth or sixth round in most drafts. Don't be afraid to wait - the return on investment will be worth it.",1B,Christian Walker (ARI - 1B),".257|80R|29HR|93RBI|7SB
Will Christian Walker remain a sleeper first baseman for the third year in a row, or are people finally onto his production? The 32-year-old hit 33 home runs and drove in 103 while slashing .258/.333/.497 for an exciting Arizona lineup. Walker has an impressive K% (19.2) and xwOBACON (.380), and he has also remained healthy, playing 160 games in 2022 and 157 last year. While he is not a full sleeper in 2024, he is still the cheapest of the top 1B options, going in the fifth or sixth round in most drafts. Don't be afraid to wait - the return on investment will be worth it.",47.0
72,Jhoan Duran_MIN,,,5,,,,,50,,,,,,,330,P,https://www.fantasypros.com/mlb/players/jhoan-duran.php,67.3,91.0,3.0,30.0,2.67,1.11,20.0,25.0,66.0,0.0,3.0,0.0,12.17,jhoan-duran,Jhoan Duran (MIN - RP),Jhoan Duran,Duran,MIN,RP,,3-3-30SV|2.67|1.11|12.17K9,73.0,Jhoan Duran (MIN - RP),49.0,135.0,78.6,21.6,75.0,2.0,"Jhoan Duran is the reliever to target if you're looking to build your reliever roster with a guy who throws 101.8 mph. The 25-year-old struck out 84 batters in 62 1/3 innings while collecting 27 saves last season. Opposing batters had an xBA of .185 and a 32.9 K% against him. Things got a little messy in the Twins bullpen in 2023, but fantasy managers should expect 30 saves from Duran in 2024. And if the league has a K/9 or equivalent category, he should be an early target.",RP,Jhoan Duran (MIN - RP),"3-3-30SV|2.67|1.11|12.17K9
Jhoan Duran is the reliever to target if you're looking to build your reliever roster with a guy who throws 101.8 mph. The 25-year-old struck out 84 batters in 62 1/3 innings while collecting 27 saves last season. Opposing batters had an xBA of .185 and a 32.9 K% against him. Things got a little messy in the Twins bullpen in 2023, but fantasy managers should expect 30 saves from Duran in 2024. And if the league has a K/9 or equivalent category, he should be an early target.",100.0
73,Eury Perez_MIA,,,20,,,,,120,,,,,,,299,P,https://www.fantasypros.com/mlb/players/eury-perez-p.php,140.8,162.0,8.0,0.0,3.8,1.18,59.0,47.0,27.0,27.0,8.0,0.0,10.36,eury-perez-p,Eury Perez (MIA - SP),Eury Perez,Perez,MIA,SP,,8-8-0SV|3.80|1.18|10.36K9,74.0,Eury Perez (MIA - SP),57.0,150.0,80.1,11.8,85.0,11.0,"Eury Perez started 19 games for the Marlins and gave every fantasy manager a glimpse of how incredible he could be. He struck out 108 in 91 1/3 innings with a 3.15 ERA and 1.13. His fastball velocity sits in the 94th percentile at 97.5, and he had a 33.7 Whiff%. Batters had a difficult time with his breaking stuff, but they touched up his four-seamer more than ideal. Expect Perez's ERA to jump a notch into the 3.80 to 4.00 range, but he should continue striking out 10 per nine. Hopefully, the 20-year-old can limit the hard contact and home runs in 2024, but he is definitely in SP2 territory.",SP,Eury Perez (MIA - SP),"8-8-0SV|3.80|1.18|10.36K9
Eury Perez started 19 games for the Marlins and gave every fantasy manager a glimpse of how incredible he could be. He struck out 108 in 91 1/3 innings with a 3.15 ERA and 1.13. His fastball velocity sits in the 94th percentile at 97.5, and he had a 33.7 Whiff%. Batters had a difficult time with his breaking stuff, but they touched up his four-seamer more than ideal. Expect Perez's ERA to jump a notch into the 3.80 to 4.00 range, but he should continue striking out 10 per nine. Hopefully, the 20-year-old can limit the hard contact and home runs in 2024, but he is definitely in SP2 territory.",164.0
74,Grayson Rodriguez_BAL,,,19,,,,,143,,,,,,,336,P,https://www.fantasypros.com/mlb/players/grayson-rodriguez.php,161.2,174.0,10.0,0.0,3.63,1.22,65.0,53.0,29.0,29.0,8.0,0.0,9.71,grayson-rodriguez,Grayson Rodriguez (BAL - SP),Grayson Rodriguez,Rodriguez,BAL,SP,,10-8-0SV|3.63|1.22|9.71K9,75.0,Grayson Rodriguez (BAL - SP),61.0,137.0,81.0,13.1,94.0,19.0,"I think it's fair to say that Grayson Rodriguez stumbled onto the scene in 2023. In the first half of the season, the rookie threw 45 1/3 innings and gave up 13 home runs and 21 walks on his way to a 7.35 ERA and a trip back to Triple-A. When he returned, the prospect everyone wanted to see arrived. He allowed only three home runs over his final 76 2/3 innings and finished that half with a 2.58 ERA. The good news is that the 24-year-old's second season should be more in line with the latter half of 2023. With a 94th percentile (97.4 mph) fastball velocity, Rodriguez is best considered an SP3 with an SP2 upside in 2024.",SP,Grayson Rodriguez (BAL - SP),"10-8-0SV|3.63|1.22|9.71K9
I think it's fair to say that Grayson Rodriguez stumbled onto the scene in 2023. In the first half of the season, the rookie threw 45 1/3 innings and gave up 13 home runs and 21 walks on his way to a 7.35 ERA and a trip back to Triple-A. When he returned, the prospect everyone wanted to see arrived. He allowed only three home runs over his final 76 2/3 innings and finished that half with a 2.58 ERA. The good news is that the 24-year-old's second season should be more in line with the latter half of 2023. With a 94th percentile (97.4 mph) fastball velocity, Rodriguez is best considered an SP3 with an SP2 upside in 2024.",93.0
75,Will Smith_LAD,445.0,71.0,21,77.0,2.0,0.265,0.346,118,23.0,2.0,55.0,88.0,0.466,0.812,326,H,https://www.fantasypros.com/mlb/players/will-smith-c.php,,,,,,,,,,,,,,will-smith-c,Will Smith (LAD - C),Will Smith,Smith,LAD,C,,.265|71R|21HR|77RBI|2SB,76.0,Will Smith (LAD - C),65.0,104.0,82.4,8.6,52.0,-24.0,"Will Smith has become an Ol' Reliable of the catching position in fantasy baseball. He only played in 126 games, which suppressed his home run total (19) to below 20 for the first time since 2020. Smith hits in the middle of the powerful Dodgers lineup, and his counting stats should continue being boosted because of it. His Statcast hitting profile shows that he excels at patience, though his batting average will hover in the .260 range. Smith should be the third catcher off the board somewhere in the early middle rounds.",C,Will Smith (LAD - C),".265|71R|21HR|77RBI|2SB
Will Smith has become an Ol' Reliable of the catching position in fantasy baseball. He only played in 126 games, which suppressed his home run total (19) to below 20 for the first time since 2020. Smith hits in the middle of the powerful Dodgers lineup, and his counting stats should continue being boosted because of it. His Statcast hitting profile shows that he excels at patience, though his batting average will hover in the .260 range. Smith should be the third catcher off the board somewhere in the early middle rounds.",105.0
76,Alex Bregman_HOU,570.0,97.0,24,88.0,3.0,0.265,0.36,151,31.0,2.0,85.0,84.0,0.453,0.813,447,H,https://www.fantasypros.com/mlb/players/alex-bregman.php,,,,,,,,,,,,,,alex-bregman,Alex Bregman (HOU - 3B),Alex Bregman,Bregman,HOU,3B,,.265|97R|24HR|88RBI|3SB,77.0,Alex Bregman (HOU - 3B),59.0,114.0,85.0,10.0,73.0,-4.0,"Alex Bregman will turn 30 in 2024, and yet, he just keeps plugging away at the hot corner in Houston. He actually improved on all of his 2022 stats last season, hitting 25 homers, knocking in 98, and crossing the plate 103 times. His consistency in ratios is impressive, and fantasy managers can expect numbers in the ballpark of .265/.365/.450. He doesn't strike out and mashes lefties. Bregman is the overlooked-because-he's-boring guy that you can steal in the ninth round or later, and he should be well worth the pick.",3B,Alex Bregman (HOU - 3B),".265|97R|24HR|88RBI|3SB
Alex Bregman will turn 30 in 2024, and yet, he just keeps plugging away at the hot corner in Houston. He actually improved on all of his 2022 stats last season, hitting 25 homers, knocking in 98, and crossing the plate 103 times. His consistency in ratios is impressive, and fantasy managers can expect numbers in the ballpark of .265/.365/.450. He doesn't strike out and mashes lefties. Bregman is the overlooked-because-he's-boring guy that you can steal in the ninth round or later, and he should be well worth the pick.",16.0
77,Zach Eflin_TB,,,21,,,,,163,,,,,,,360,P,https://www.fantasypros.com/mlb/players/zach-eflin.php,172.9,168.0,12.0,0.0,3.64,1.13,70.0,32.0,30.0,30.0,8.0,0.0,8.74,zach-eflin,Zach Eflin (TB - SP),Zach Eflin,Eflin,TB,SP,,12-8-0SV|3.64|1.13|8.74K9,78.0,Zach Eflin (TB - SP),63.0,107.0,85.1,9.6,99.0,21.0,"Before 2023, Zach Eflin received an abundance of ""sleeper"" predictions because of the Tampa Bump. Pitchers going TO the Rays are targets. Pitchers going away from them are typically labeled busts. It was difficult to believe a guy with a career ERA over 4.00 would suddenly be worth chasing. Alas, Eflin bought into his hype, apparently. He had a career-high K/9 of 9.42, striking out 186 batters in 177 2/3 innings. He ended with an ERA of 3.50, and his xFIP of 3.12 suggests he was even better than that. His WHIP was 1.02 thanks to a BB% of 3.4 and a Chase% of 34. Eflin's 2024 outlook suggests some regression but nothing to scare fantasy managers away from his SP3 draft price.",SP,Zach Eflin (TB - SP),"12-8-0SV|3.64|1.13|8.74K9
Before 2023, Zach Eflin received an abundance of ""sleeper"" predictions because of the Tampa Bump. Pitchers going TO the Rays are targets. Pitchers going away from them are typically labeled busts. It was difficult to believe a guy with a career ERA over 4.00 would suddenly be worth chasing. Alas, Eflin bought into his hype, apparently. He had a career-high K/9 of 9.42, striking out 186 batters in 177 2/3 innings. He ended with an ERA of 3.50, and his xFIP of 3.12 suggests he was even better than that. His WHIP was 1.02 thanks to a BB% of 3.4 and a Chase% of 34. Eflin's 2024 outlook suggests some regression but nothing to scare fantasy managers away from his SP3 draft price.",65.0
78,Ha-Seong Kim_SD,531.0,77.0,15,61.0,27.0,0.253,0.33,134,26.0,1.0,61.0,117.0,0.392,0.723,316,H,https://www.fantasypros.com/mlb/players/ha-seong-kim.php,,,,,,,,,,,,,,ha-seong-kim,"Ha-Seong Kim (SD - 2B,3B,SS)",Ha-Seong Kim,Kim,SD,"2B,3B,SS",,.253|77R|15HR|61RBI|27SB,79.0,"Ha-Seong Kim (SD - 2B,3B,SS)",48.0,153.0,85.5,18.6,101.0,22.0,"Entering the 2024 season, Ha-Seong Kim has established himself as a valuable asset for fantasy baseball managers. At 28 years old, Kim's versatility on the field is evident with his multi-positional eligibility. His performance in 2023 was impressive, as he racked up 84 runs, 140 hits, 17 home runs, and an exceptional 38 stolen bases, ranking fifth in the NL for steals. This was a significant increase from his 12 stolen bases in 2022. Kim had 626 plate appearances and 538 at-bats during the season, highlighting his consistent presence in the lineup. His advanced metrics indicate an increased comfort at the plate, reflected in his improved walk and strikeout rates and his on-base plus slugging (OPS) reaching .749. Kim's blend of speed, improving power, and position versatility make him a strong asset for fantasy teams. His growth at the plate and on the field suggests the potential for an even more impactful 2024 season.","2B,3B,SS","Ha-Seong Kim (SD - 2B,3B,SS)",".253|77R|15HR|61RBI|27SB
Entering the 2024 season, Ha-Seong Kim has established himself as a valuable asset for fantasy baseball managers. At 28 years old, Kim's versatility on the field is evident with his multi-positional eligibility. His performance in 2023 was impressive, as he racked up 84 runs, 140 hits, 17 home runs, and an exceptional 38 stolen bases, ranking fifth in the NL for steals. This was a significant increase from his 12 stolen bases in 2022. Kim had 626 plate appearances and 538 at-bats during the season, highlighting his consistent presence in the lineup. His advanced metrics indicate an increased comfort at the plate, reflected in his improved walk and strikeout rates and his on-base plus slugging (OPS) reaching .749. Kim's blend of speed, improving power, and position versatility make him a strong asset for fantasy teams. His growth at the plate and on the field suggests the potential for an even more impactful 2024 season.",124.0
79,Triston Casas_BOS,494.0,79.0,28,81.0,2.0,0.266,0.37,131,26.0,3.0,82.0,138.0,0.496,0.866,357,H,https://www.fantasypros.com/mlb/players/triston-casas.php,,,,,,,,,,,,,,triston-casas,Triston Casas (BOS - 1B),Triston Casas,Casas,BOS,1B,,.266|79R|28HR|81RBI|2SB,80.0,Triston Casas (BOS - 1B),63.0,117.0,86.9,9.3,106.0,26.0,"Triston Casas is the next star at the first base position. He took a leap in 2023 at the age of 23, hitting 24 home runs in 132 games with an impressive slash line of .263/.367/.490. He is in the 93rd percentile of BB% at 13.9 and the 92nd percentile in xwOBA at .370. His counting stats weren't great, only tallying 65 RBIs and 66 runs, but this should improve with the return of some key Boston players. He might come at a wild discount, going in the early 100s, but this will be the last time you will be able to get him there. He is worth reaching for because chances are good he will outproduce his ADP.",1B,Triston Casas (BOS - 1B),".266|79R|28HR|81RBI|2SB
Triston Casas is the next star at the first base position. He took a leap in 2023 at the age of 23, hitting 24 home runs in 132 games with an impressive slash line of .263/.367/.490. He is in the 93rd percentile of BB% at 13.9 and the 92nd percentile in xwOBA at .370. His counting stats weren't great, only tallying 65 RBIs and 66 runs, but this should improve with the return of some key Boston players. He might come at a wild discount, going in the early 100s, but this will be the last time you will be able to get him there. He is worth reaching for because chances are good he will outproduce his ADP.",69.0
80,Bryan Reynolds_PIT,572.0,90.0,25,82.0,10.0,0.271,0.339,155,30.0,5.0,59.0,140.0,0.473,0.812,374,H,https://www.fantasypros.com/mlb/players/bryan-reynolds.php,,,,,,,,,,,,,,bryan-reynolds,Bryan Reynolds (PIT - OF),Bryan Reynolds,Reynolds,PIT,OF,,.271|90R|25HR|82RBI|10SB,81.0,Bryan Reynolds (PIT - LF),69.0,107.0,87.4,8.3,80.0,-1.0,"Bryan Reynolds, consistently selected in the 8th or 9th rounds, delivers reliable value in those slots. Though his batting average has dipped below .270 in recent seasons, he maintains steady on-base skills with a potential for over 20 homers annually. His 12 stolen bases last season reflect adaptability to new baserunning rules, offering a well-rounded fantasy profile. After signing an eight-year extension with the Pirates in 2023, Reynolds epitomizes a stable and dependable fantasy option.",OF,Bryan Reynolds (PIT - OF),".271|90R|25HR|82RBI|10SB
Bryan Reynolds, consistently selected in the 8th or 9th rounds, delivers reliable value in those slots. Though his batting average has dipped below .270 in recent seasons, he maintains steady on-base skills with a potential for over 20 homers annually. His 12 stolen bases last season reflect adaptability to new baserunning rules, offering a well-rounded fantasy profile. After signing an eight-year extension with the Pirates in 2023, Reynolds epitomizes a stable and dependable fantasy option.",57.0
81,Camilo Doval_SF,,,5,,,,,52,,,,,,,313,P,https://www.fantasypros.com/mlb/players/camilo-doval.php,64.0,79.0,3.0,33.0,3.26,1.23,23.0,27.0,66.0,0.0,3.0,0.0,11.11,camilo-doval,Camilo Doval (SF - RP),Camilo Doval,Doval,SF,RP,,3-3-33SV|3.26|1.23|11.11K9,82.0,Camilo Doval (SF - RP),48.0,164.0,87.6,30.0,64.0,-18.0,"Camilo Doval finished 2023 tied for the National League lead in saves with 39. He offers an elite mix of offerings, with his slider and cutter leading the way. His strikeout rate is 31.0 percent, xBA is .203, and he is in the 88th percentile of GB% at 52.5. Doval should cross the 35-save mark again in 2024, making him the last of the Tier 1 closers.",RP,Camilo Doval (SF - RP),"3-3-33SV|3.26|1.23|11.11K9
Camilo Doval finished 2023 tied for the National League lead in saves with 39. He offers an elite mix of offerings, with his slider and cutter leading the way. His strikeout rate is 31.0 percent, xBA is .203, and he is in the 88th percentile of GB% at 52.5. Doval should cross the 35-save mark again in 2024, making him the last of the Tier 1 closers.",131.0
82,Bobby Miller_LAD,,,19,,,,,142,,,,,,,311,P,https://www.fantasypros.com/mlb/players/bobby-miller.php,153.8,154.0,12.0,0.0,3.83,1.21,65.0,44.0,27.0,27.0,6.0,0.0,9.01,bobby-miller,Bobby Miller (LAD - SP),Bobby Miller,Miller,LAD,SP,,12-6-0SV|3.83|1.21|9.01K9,83.0,Bobby Miller (LAD - SP),63.0,139.0,88.2,18.0,82.0,-1.0,"Bobby Miller throws hard. He has a fastball velocity in the 98th percentile (98.9 mph), and the speed did not transfer to a high Whiff%. The 24-year-old started 22 games for the Dodgers, and he should have no issue sliding into their 2024 rotation. And it won't be hard to justify anyone wearing a Dodgers uniform this year. His ERA is projected to sit around 4.00, but the win equity and solid pitching organization give him slightly more upside. If you feel the need for speed, he's your guy. But if you feel the need for strikeouts, he doesn't offer a ton. He slots in as an SP3/4.",SP,Bobby Miller (LAD - SP),"12-6-0SV|3.83|1.21|9.01K9
Bobby Miller throws hard. He has a fastball velocity in the 98th percentile (98.9 mph), and the speed did not transfer to a high Whiff%. The 24-year-old started 22 games for the Dodgers, and he should have no issue sliding into their 2024 rotation. And it won't be hard to justify anyone wearing a Dodgers uniform this year. His ERA is projected to sit around 4.00, but the win equity and solid pitching organization give him slightly more upside. If you feel the need for speed, he's your guy. But if you feel the need for strikeouts, he doesn't offer a ton. He slots in as an SP3/4.",134.0
83,Jordan Romano_TOR,,,8,,,,,54,,,,,,,311,P,https://www.fantasypros.com/mlb/players/jordan-romano.php,65.4,77.0,3.0,33.0,3.41,1.21,25.0,25.0,65.0,0.0,3.0,0.0,10.6,jordan-romano,Jordan Romano (TOR - RP),Jordan Romano,Romano,TOR,RP,,3-3-33SV|3.41|1.21|10.60K9,84.0,Jordan Romano (TOR - RP),56.0,128.0,88.9,18.6,71.0,-13.0,"Jordan Romano saved 36 games for the Blue Jays in 2023 and struck out 72 batters in 59 innings. He continued with a decent K% (29), but his BB% jumped to 9.7, which is a concerning change for a high-end closer. He had a respectable ERA of 2.90, but the WHIP moved to 1.22, a full two-tenths higher than his 2022 number. Romano is on a good team, so crossing the 30-save mark shouldn't be an issue as long as he stays healthy.",RP,Jordan Romano (TOR - RP),"3-3-33SV|3.41|1.21|10.60K9
Jordan Romano saved 36 games for the Blue Jays in 2023 and struck out 72 batters in 59 innings. He continued with a decent K% (29), but his BB% jumped to 9.7, which is a concerning change for a high-end closer. He had a respectable ERA of 2.90, but the WHIP moved to 1.22, a full two-tenths higher than his 2022 number. Romano is on a good team, so crossing the 30-save mark shouldn't be an issue as long as he stays healthy.",135.0
